review,rating,date,bank,source,sentiment_label,sentiment_score,theme
JanaleBl,5,2025-09-17,CBE,Google Play,POSITIVE,0.9632813930511476,Account Access Issues
nice application,5,2025-09-17,CBE,Google Play,POSITIVE,0.9998229146003724,User Interface & Experience
WaaaaaaaW,1,2025-09-17,CBE,Google Play,NEGATIVE,0.9848952293395996,Account Access Issues
very nice,5,2025-09-16,CBE,Google Play,POSITIVE,0.9998563528060912,Account Access Issues
Of,5,2025-09-16,CBE,Google Play,POSITIVE,0.9193394780158995,Account Access Issues
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,POSITIVE,0.99834942817688,Account Access Issues
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,POSITIVE,0.9179602265357972,User Interface & Experience
apdat the app,5,2025-09-14,CBE,Google Play,NEGATIVE,0.9424067139625548,Feature Requests
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,POSITIVE,0.9995506405830384,Customer Support
great,5,2025-09-13,CBE,Google Play,POSITIVE,0.9998630285263062,Customer Support
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,NEGATIVE,0.9998034834861756,Customer Support
it is best to me,1,2025-09-13,CBE,Google Play,POSITIVE,0.9966468214988708,Feature Requests
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,NEGATIVE,0.6387802362442017,Account Access Issues
Excellent app,5,2025-09-12,CBE,Google Play,POSITIVE,0.9998356103897096,Feature Requests
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,CBE,Google Play,NEGATIVE,0.9993560910224916,Customer Support
love,5,2025-09-12,CBE,Google Play,POSITIVE,0.9998735189437866,Customer Support
Hasasa bank,1,2025-09-11,CBE,Google Play,POSITIVE,0.8199579119682312,Feature Requests
All ways Trusted.,5,2025-09-11,CBE,Google Play,POSITIVE,0.9988715052604676,Customer Support
best MB application in Ethiopia financial sector.,5,2025-09-11,CBE,Google Play,POSITIVE,0.9990665316581726,Transaction Performance
I like this app,5,2025-09-11,CBE,Google Play,POSITIVE,0.9996516704559326,Customer Support
am tired why I have to update every 5 day,1,2025-09-11,CBE,Google Play,NEGATIVE,0.9996090531349182,Transaction Performance
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,NEGATIVE,0.9974377155303956,Customer Support
good morning 🙏,5,2025-09-10,CBE,Google Play,POSITIVE,0.9997515082359314,User Interface & Experience
am happy 😃,5,2025-09-09,CBE,Google Play,POSITIVE,0.9998183846473694,User Interface & Experience
wowww,5,2025-09-08,CBE,Google Play,POSITIVE,0.9972698092460632,Account Access Issues
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,POSITIVE,0.8188510537147522,Account Access Issues
It is well organized.,5,2025-09-08,CBE,Google Play,POSITIVE,0.9998693466186525,Transaction Performance
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,NEGATIVE,0.9962969422340392,Account Access Issues
the app does not open,1,2025-09-07,CBE,Google Play,NEGATIVE,0.9997572302818298,Customer Support
from Monk,3,2025-09-06,CBE,Google Play,POSITIVE,0.9398741722106934,Account Access Issues
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,POSITIVE,0.9996967315673828,User Interface & Experience
incredible,5,2025-09-06,CBE,Google Play,POSITIVE,0.99987530708313,Account Access Issues
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,CBE,Google Play,NEGATIVE,0.957039713859558,Account Access Issues
it's the best money transfer app ever,5,2025-09-06,CBE,Google Play,POSITIVE,0.9996806383132936,User Interface & Experience
it is nice,5,2025-09-05,CBE,Google Play,POSITIVE,0.9998648166656494,Account Access Issues
user friendly. best.,5,2025-09-05,CBE,Google Play,POSITIVE,0.9997245669364928,Customer Support
🙏,5,2025-09-05,CBE,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
አሪፍ,5,2025-09-05,CBE,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
best app!!!,5,2025-09-05,CBE,Google Play,POSITIVE,0.9997482895851136,Feature Requests
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,NEGATIVE,0.9859862327575684,Customer Support
jabirabdala,5,2025-09-04,CBE,Google Play,NEGATIVE,0.9328044652938844,Account Access Issues
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,NEGATIVE,0.9997835755348206,User Interface & Experience
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,NEGATIVE,0.9977512955665588,Customer Support
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,Google Play,POSITIVE,0.9996813535690308,Transaction Performance
zinaa Ahmed,5,2025-09-04,CBE,Google Play,POSITIVE,0.924660325050354,Account Access Issues
absolutely excellent,5,2025-09-04,CBE,Google Play,POSITIVE,0.99985933303833,Transaction Performance
amazing app,5,2025-09-03,CBE,Google Play,POSITIVE,0.9998670816421508,User Interface & Experience
perfect and easy,5,2025-09-03,CBE,Google Play,POSITIVE,0.9998718500137328,Account Access Issues
fastest,5,2025-09-03,CBE,Google Play,POSITIVE,0.999160885810852,User Interface & Experience
My account is not working,4,2025-09-03,CBE,Google Play,NEGATIVE,0.9997815489768982,Customer Support
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,NEGATIVE,0.999637246131897,Transaction Performance
topp,5,2025-09-02,CBE,Google Play,POSITIVE,0.9706206321716307,Account Access Issues
I appreciate it,5,2025-09-01,CBE,Google Play,POSITIVE,0.999839186668396,Account Access Issues
v.good app,5,2025-09-01,CBE,Google Play,POSITIVE,0.9952701926231384,Transaction Performance
sahib amin jamal,1,2025-08-31,CBE,Google Play,POSITIVE,0.8987875580787659,Account Access Issues
installi,5,2025-08-31,CBE,Google Play,NEGATIVE,0.9575467109680176,Account Access Issues
very good apps,5,2025-08-30,CBE,Google Play,POSITIVE,0.9998751878738404,User Interface & Experience
👍👍👍👍,1,2025-08-30,CBE,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,Google Play,NEGATIVE,0.9997796416282654,Customer Support
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,Google Play,NEGATIVE,0.9962132573127748,Customer Support
tinishu titiba,5,2025-08-29,CBE,Google Play,NEGATIVE,0.715971827507019,Account Access Issues
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play,POSITIVE,0.9995421171188354,Customer Support
Yuuuuu,5,2025-08-29,CBE,Google Play,NEGATIVE,0.9227678775787354,Account Access Issues
I found it very much friendly,5,2025-08-29,CBE,Google Play,POSITIVE,0.9997764229774476,Customer Support
"Very useful app, while we use CBE.",5,2025-08-28,CBE,Google Play,POSITIVE,0.9981263279914856,Transaction Performance
woooow,5,2025-08-28,CBE,Google Play,POSITIVE,0.9561602473258972,Account Access Issues
Redmi,1,2025-08-28,CBE,Google Play,POSITIVE,0.9882866740226746,Account Access Issues
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play,NEGATIVE,0.932232677936554,Account Access Issues
kamil aweil,5,2025-08-28,CBE,Google Play,POSITIVE,0.9943663477897644,Account Access Issues
In your next update can you come with night mode future,5,2025-08-27,CBE,Google Play,NEGATIVE,0.6754571199417114,Customer Support
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play,POSITIVE,0.9994266033172609,Feature Requests
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play,NEGATIVE,0.9957265853881836,Transaction Performance
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play,NEGATIVE,0.9938229322433472,Customer Support
let us know before you shut down the app,4,2025-08-27,CBE,Google Play,NEGATIVE,0.9973037242889404,Transaction Performance
excited,5,2025-08-27,CBE,Google Play,POSITIVE,0.9997768998146056,Account Access Issues
amizing,5,2025-08-26,CBE,Google Play,NEGATIVE,0.9881718754768372,Account Access Issues
love it,5,2025-08-26,CBE,Google Play,POSITIVE,0.99987530708313,Customer Support
yes it is v good,5,2025-08-26,CBE,Google Play,POSITIVE,0.9994988441467284,Feature Requests
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,POSITIVE,0.9994227886199952,Customer Support
this app is smart.,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998302459716796,User Interface & Experience
I am happy,5,2025-08-26,CBE,Google Play,POSITIVE,0.9998801946640016,User Interface & Experience
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,Google Play,POSITIVE,0.9847295880317688,Customer Support
ጤና ከድረ,5,2025-08-25,CBE,Google Play,NEGATIVE,0.7850590348243713,Account Access Issues
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,NEGATIVE,0.999581515789032,Transaction Performance
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,NEGATIVE,0.99432772397995,User Interface & Experience
Thank you,5,2025-08-25,CBE,Google Play,POSITIVE,0.9998352527618408,User Interface & Experience
muktaar Abraahim,5,2025-08-25,CBE,Google Play,NEGATIVE,0.9458082318305968,Account Access Issues
🤞Good One,5,2025-08-24,CBE,Google Play,POSITIVE,0.8484408259391785,User Interface & Experience
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,NEGATIVE,0.9931118488311768,Customer Support
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,NEGATIVE,0.9997283816337584,Customer Support
i like it and aprshat.,4,2025-08-23,CBE,Google Play,POSITIVE,0.999653697013855,Customer Support
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,NEGATIVE,0.9994633793830872,Customer Support
best app and easy to use,5,2025-08-23,CBE,Google Play,POSITIVE,0.9996281862258912,User Interface & Experience
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,NEGATIVE,0.9990184307098388,Customer Support
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,POSITIVE,0.6906006336212158,Account Access Issues
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,NEGATIVE,0.9997877478599548,User Interface & Experience
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,NEGATIVE,0.9943022727966307,Customer Support
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play,NEGATIVE,0.9872555732727052,Customer Support
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play,NEGATIVE,0.9990196228027344,Transaction Performance
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play,NEGATIVE,0.9775184988975524,Customer Support
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,Google Play,NEGATIVE,0.9994884729385376,Customer Support
best and secured application,5,2025-08-23,CBE,Google Play,POSITIVE,0.9997896552085876,Feature Requests
This application is excellent .,5,2025-08-22,CBE,Google Play,POSITIVE,0.9998652935028076,Feature Requests
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play,NEGATIVE,0.9997369647026062,User Interface & Experience
